Question ID,ExamYear,QuestionStem,CorrectAnswer,Explanation
Q2025-103,2025,"A 35-year-old female comes to your office with an 8-day history of nasal congestion, rhinorrhea, and cough. Based on guidelines from the Infectious Diseases Society of America, this patient should be treated with antibiotic therapy if she has which one of the following additional symptoms?",,
Q2025-104,2025,"You are seeing a 44-year-old female who has a 25-pack-year smoking history. She quit smoking 6 years ago after a friend received a diagnosis of lung cancer. According to U.S. Preventive Services Task Force recommendations, lung cancer screening should be initiated at what age in this patient?",,
Q2025-105,2025,A 25-year-old male presents with a 5-day history of dysuria and mucopurulent penile discharge. On examination the urethral meatus is erythematous and a small amount of discharge is noted. A urine dipstick is positive for leukocyte esterase and a nucleic acid amplification test is negative for Neisseria gonorrhoeae and Chlamydia trachomatis. Which one of the following would be the most appropriate treatment?,,
Q2025-106,2025,"A 55-year-old female presents to the emergency department with what she describes as the worst headache of her life that began suddenly 1 hour ago. Her medical history is significant for tobacco use and uncontrolled hypertension. She indicates that she has had a few headaches over the last month, but today's headache came on suddenly and is extremely intense, unlike the previous headaches. There is no history of head trauma. Her accompanying relative adds that the patient has been experiencing waxing and waning levels of consciousness since the sudden onset of the headache. She has vomited several times, secondary to pain from the headache. Which one of the following is the most important, immediate next step in management?",,
Q2025-107,2025,"A 28-year-old male who uses cannabis daily presents with a 2-week history of persistent nausea and vomiting. He notes little relief from previously prescribed ondansetron but does feel better during a hot shower. While tapering his cannabis use, which one of the following would be most likely to improve this patient's nausea?",,
Q2025-108,2025,"A 30-year-old female with fibromyalgia sees you for follow-up. Her symptoms include widespread pain and prominent fatigue. At your advice, she has engaged in a trial of multidisciplinary, nonpharmacologic treatment including structured exercise, cognitive behavioral therapy, and therapeutic massage, and has experienced only partial improvement in her symptoms. She expresses interest in trying a medication to treat her pain. Which one of the following medications would be most likely to improve this patient's pain?",,
Q2025-109,2025,"An 8-year-old male is brought to your office by his parents because of concerns about ongoing nocturnal enuresis. He wets his bed several nights per week despite behavioral interventions. He has no daytime urinary symptoms. Physical examination findings and urinalysis are normal. You discuss treatment options and the parents indicate a preference for medication, as the patient will be attending an overnight summer camp in several weeks. Which one of the following would be the preferred pharmacologic treatment for this child�s nocturnal enuresis?",,
Q2025-110,2025,"A 25-year-old male with a childhood diagnosis of attention-deficit/hyperactivity disorder (ADHD) presents for re-evaluation of ADHD. He did not take medication for ADHD as a child. He is now having problems with attention and concentration that are affecting his work. He was recently placed on a stimulant medication, but had to discontinue it when his blood pressure and heart rate became elevated. He is still interested in pharmacologic therapy. Which one of the following would be the most appropriate next medication?",,
Q2025-111,2025,A 19-year-old college basketball player consults you for follow-up after sustaining an anterior shoulder dislocation for the first time. He initially presented to the emergency department where his shoulder was reduced and immobilized in a sling. Which one of the following is most likely to decrease the risk of future recurrence?,,
Q2025-112,2025,"A 32-year-old gravida 2 para 2 female who is 3 weeks post partum presents to the local urgent care center for left breast pain, swelling, and redness that started a few hours ago. She does not have fever or chills. A breast examination is significant for warm, tender, and mildly erythematous nodules localized to the upper outer quadrant of the left breast. In addition to initiating NSAIDs, which one of the following would be the most appropriate next step in management?",,
Q2025-113,2025,A young couple in your practice presents for preconception counseling. Both partners are known carriers of cystic fibrosis (CF). They ask what risk this poses to their future children. Which one of the following accurately reflects the risk of CF disease transmission to any potential offspring of this couple?,,
Q2025-114,2025,"A 47-year-old nurse presents with a 9-month history of fatigue and brain fog that has kept them from working. Their symptoms began after a confirmed diagnosis of COVID-19. They report sleeping at least 7 hours per night but wake unrefreshed and experience lightheadedness throughout the day. They used to run 4 miles 5 days per week but now report feeling exhausted and experience energy crashes after showering and getting dressed. The patient's vital signs and BMI are normal. A physical examination is unremarkable. Their Patient Health Questionnaire�9 (PHQ-9) score is 3. A CBC, TSH level, basic metabolic panel, and erythrocyte sedimentation rate are within the normal range. Which one of the following is the most likely diagnosis?",,
Q2025-115,2025,"A 62-year-old male is brought to the clinic by his wife for fatigue. His wife says he has been sleeping in the recliner rather than in bed and has been less active over the last several weeks. He reports that his clothes have been fitting tightly and he has gained weight despite feeling full early in a meal. He also notes difficulty bending over to tie his shoes and pet the dog. He has no chest pain or pressure and has not traveled recently. His past medical history is notable for a myocardial infarction 5 years ago treated with a stent, and elevated cholesterol. He has a 30-pack-year smoking history but quit 20 years ago. His medications include aspirin, 81 mg daily; lisinopril (Zestril), 20 mg daily; and metoprolol succinate (Toprol-XL), 50 mg daily. On examination he has a blood pressure of 110/65 mm Hg, a pulse rate of 89 beats/min, and an oxygen saturation of 95% on room air. You also note mildly increased work of breathing, a regular heart rate, and a laterally displaced apical impulse. Which one of the following tests would most likely confirm this patient�s underlying diagnosis?",,
Q2025-116,2025,"A 3-year-old male is brought to your office by his parents for a routine well child visit. He is up to date on vaccines and the parents have no concerns to discuss today. According to the U.S. Preventive Services Task Force, this child should be screened for which one of the following conditions?",,
Q2025-117,2025,A 50-year-old female comes to your clinic for an annual wellness examination. Her past medical history is notable for dermatomyositis diagnosed 2 years ago. She is otherwise healthy and her BMI is normal. Patients with dermatomyositis are at increased risk of which one of the following conditions?,,
Q2025-118,2025,"Of the following cognitive biases, which one best describes the practice of prioritizing data that supports an initial impression, even when the initial impression is incorrect?",,
Q2025-119,2025,"An otherwise healthy 15-year-old female presents for evaluation of a 7-month history of heavy menstrual bleeding. Her periods are 10 days long, irregular, and require 10 tampons per day. She sometimes passes large clots. Other than some fatigue, she feels well today and her vital signs are normal. A point-of-care hemoglobin level is 10.2 g/dL (N 12.0�16.0). Which one of the following would be the most appropriate next step in evaluation?",,
Q2025-120,2025,"A 45-year-old patient presents with a 6-month history of epigastric burning pain that occurs several days per week. The pain does not seem to have a clear correlation to eating. There has been no substernal pain or regurgitation and no weight loss, vomiting, diarrhea, constipation, fever, night sweats, or fatigue. The patient has no prior medical history and takes no medications, but has tried calcium carbonate occasionally without benefit. A physical examination reveals normal vital signs and no abdominal abnormalities or enlarged lymph nodes. Which one of the following would be the most appropriate next step?",,
Q2025-121,2025,"A 48-year-old female comes to your office for a health maintenance examination. She is currently asymptomatic but has a medical history of renal calculi. Laboratory studies reveal a serum calcium level of 12.1 mg/dL (N 8.7�10.2), confirmed by an ionized calcium level. Which one of the following would be the most appropriate next step at this time?",,
Q2025-122,2025,A 35-year-old female presents to your office with a 3-day history of right-sided facial weakness. She has flattening of the nasolabial fold and is unable to elevate the right corner of her mouth. She is able to close her right eye and raise her eyebrows. Which one of the following would be the most appropriate next step in management?,,
Q2025-123,2025,"A previously healthy 70-year-old yoga instructor is brought to the emergency department (ED) by her students after falling while practicing yoga. Her students report that she struck her head on the floor and was unresponsive for a few seconds, but recovered quickly. She was slightly confused after the injury, but was able to stand and describe the incident. On initial assessment in the ED, she is holding her head in obvious discomfort and a hematoma is developing on her forehead. She is alert and oriented, with a Glasgow Coma Scale score of",,
Q2025-015,2025,On examination she is neurovascularly intact. Her vital signs are normal except for an elevated heart rate of 110 beats/min and a blood pressure of 150/92 mm Hg. Which one of the following would be the most appropriate next step in the management of this patient's injury?,,
Q2025-124,2025,"A 3-day-old infant presents to your clinic for a routine check-up. The parents report that the infant has been feeding well but has had fewer wet diapers than expected. On examination, the infant appears slightly lethargic with dry skin. You need to assess the hydration status of the infant. Which one of the following would be the most reliable clinical sign for assessing dehydration in this 3-day-old infant?",,
Q2025-125,2025,"A 16-year-old female presents with her parents because she has been experiencing a loss of interest in her usual activities, trouble sleeping, difficulty concentrating, and low energy over the last month. After a discussion with the patient and her parents, you refer her for cognitive behavioral therapy and start an antidepressant. Which one of the following medications is approved by the FDA to treat depression in patients such as this?",,
Q2025-126,2025,"A 35-year-old patient presents with a 14-day history of a productive cough and green sputum. They report they initially had a fever but that it resolved after a few days. The cough is interfering with their sleep and daily activity, and they have tried cough drops without relief. They have a history of hypothyroidism for which they take levothyroxine (Synthroid), and do not have a history of asthma. They do not smoke, and their immunizations are up to date. On examination, the patient is afebrile and has an oxygen saturation of 98% on room air, a heart rate of 82 beats/min, and a blood pressure of 120/82 mm Hg. A lung examination reveals mild rhonchi that clear with cough, and you do not note any wheezing or egophony. Which one of the following treatments would be the most effective in reducing this patient's cough?",,
Q2025-127,2025,"A 20-year-old male presents to the urgent care center for left ankle pain and swelling following an ankle inversion injury that occurred a few hours earlier. A physical examination reveals mild swelling of the left ankle joint. Using the Ottawa foot and ankle rules, which one of the following findings, if present, would be an indication for radiography for an acute ankle inversion injury?",,
Q2025-128,2025,"A generally healthy 13-year-old male presents with his parents because they are concerned that he has very large-volume stools that clog the toilet. The patient says that he averages fewer than 2 bowel movements per week and they are sometimes painful. He does not have any abdominal pain and has not seen any blood in his stools. Examination findings are unremarkable. His height, weight, and BMI percentiles have remained steady for years. A CBC, comprehensive metabolic panel, ferritin level, and TSH level are all normal. An abdominal x-ray is normal. Which one of the following would be the most appropriate next step?",,
Q2025-129,2025,"A 45-year-old male sees you for routine follow-up of diabetes mellitus. He smokes 1 pack of cigarettes per day and does not have any other medical conditions. His diabetes is well controlled on liraglutide (Victoza) and metformin. He has an LDL-cholesterol level of 120 mg/dL, an HDL-cholesterol level of 55 mg/dL, and a triglyceride level of 300 mg/dL. His 10-year atherosclerotic cardiovascular disease risk is 8.2%. According to 2018 guidelines from the American College of Cardiology/American Heart Association, the most appropriate recommendation for this patient would be",,
Q2025-130,2025,"A 37-year-old male comes to the primary care clinic with a several-month history of worsening paresthesia in his right foot. He says that he sometimes has numbness and a hot sensation in his feet and has difficulty using the pedals of his car. Sometimes, he has pain that wakes him up at night but eases when he walks around the room. He has no significant past medical history but did sustain a severe right ankle sprain about 1 year ago. His vital signs are unremarkable. Examination of the ankle reveals pain along the medial malleolus and a positive Tinel sign at the ankle. An x-ray of the ankle is unremarkable. Which one of the following is the most likely diagnosis?",,
Q2025-131,2025,A 36-year-old female comes to your office for a health maintenance examination. She mentions that she engages in amateur rifle target shooting matches. Which one of the following would be the most appropriate advice concerning this patient�s physical safety?,,
Q2025-132,2025,"A 66-year-old male presents to your office with a 2-hour history of discomfort in the midsternal area that began while taking a walk earlier today. He says that he feels 90% better. He had a Welcome to Medicare visit 1 year ago, in which an EKG was normal. You order an EKG today. Which one of the following EKG findings, if present in this patient, should prompt urgent transport to the emergency department?",,
Q2025-133,2025,"A generally healthy 56-year-old female sees you for follow-up of pneumonia diagnosed in the emergency department (ED). A chest x-ray performed in the ED showed a left lower lobe infiltrate and several compression fractures involving the thoracic vertebrae. A DXA scan performed 7 months ago showed a T-score of �1.9. Her daily medications include a multivitamin; calcium, 1000 mg; and vitamin D3 (cholecalciferol), 800 IU. Today she feels well and has no concerns. This patient would be most likely to benefit from therapy for which one of the following conditions?",,
Q2025-134,2025,A gravida 2 para 1 at 28 weeks' gestation presents with an episode of second-trimester bleeding that spontaneously resolved. She has not had any prenatal laboratory studies during either of her pregnancies. Ultrasonography today shows a healthy fetus and a small placental abruption. Which one of the following would be most important to order at this time?,,
Q2025-135,2025,A generally healthy 50-year-old nurse presents to your clinic 1 day after sustaining an accidental needlestick containing the blood of a person with active hepatitis B virus infection who has not yet begun treatment. Your patient completed the hepatitis B (HepB) vaccine series at age 30 before beginning his first nursing job. Hepatitis serologies drawn yesterday at his place of employment were positive for hepatitis B surface antibody (>10 mIU/mL). Which one of the following would be recommended for this patient?,,
Q2025-136,2025,"A 20-year-old female presents for a routine health maintenance examination and has no medical concerns today. She does not have a history of sexual activity, and screenings for alcohol and substance use, intimate partner violence, anxiety, depression, and suicidality are negative. An examination reveals fair skin, an elevated BMI of 31 kg/m2, and normal blood pressure. According to the U.S. Preventive Services Task Force, you should recommend screening for which one of the following?",,
Q2025-137,2025,"A 65-year-old male presents to your clinic with symptoms of flashing lights and increased floaters in his left eye. He does not have any pain, and he has no past medical history. His vital signs are normal. His visual acuity is at baseline when wearing his glasses, and you note a visual field defect on the left. Which one of the following is the most likely diagnosis?",,
Q2025-138,2025,"A 46-year-old male presents for an acute visit due to a 2-week history of low back pain. He was moving furniture when the pain started, and he felt a pop in his right lower back area. The pain is severe enough that it keeps him from standing up straight and is causing him trouble with sleeping. He does not have fever or chills, numbness, paresthesia, or weakness in his lower extremities. He has no radicular pain on a straight leg�raising test. He went to a chiropractor who did x-rays and told him he needed to get an MRI. Which one of the following, if present, would be an indication for advanced imaging?",,
Q2025-139,2025,How long after intranasal administration does naloxone (Narcan) reach peak plasma concentrations?,,
Q2025-140,2025,"A 24-year-old male presents for evaluation of a bulge in his groin. He reports that it is larger at the end of the day and with straining but says it often goes away when he lies down. He reports a mild dull ache that limits his ability to lift lumber at work. On examination there is no obvious bulge in the inguinal area. When the patient bears down, a bulge becomes apparent. Which one of the following is the most appropriate next step?",,
Q2025-141,2025,"A 72-year-old male presents to your office with his daughter who is concerned about her father's recent decline in memory. His history is notable for hypertension, urinary urgency with occasional incontinence, and GERD. On examination, you notice a slow, wide-based gait. A Mini-Mental State Examination (MMSE) score is 22/30. MRI of the brain is notable for diffuse dilation of the lateral, third, and fourth ventricles, and the diagnosis is confirmed with a high-volume lumbar puncture. Which one of the following is the most appropriate treatment for this condition?",,
Q2025-142,2025,"A 65-year-old male presents to the emergency department with an acute onset of bloody urine confirmed to be hematuria on urinalysis. He does not have any pain, fever, or recent trauma. His medical history is significant for hypertension that is managed with lisinopril (Zestril). A physical examination is unremarkable. Which one of the following would be the most appropriate next step in evaluation?",,
Q2025-143,2025,"A 40-year-old male presents to establish care. He smokes 1� packs of cigarettes per day and is uncertain about cutting back or quitting. While planning to enact a patient-centered strategy to help him overcome his reluctance, you recall that evidence supports the application of a counseling technique that uses open-ended questions, affirmations, reflective listening, and summary statements to help foster a sense of patient autonomy and effect positive behavioral change. Which one of the following counseling strategies best fits this description?",,
Q2025-144,2025,"A 35-year-old female with type 1 diabetes presents with a skin lesion on her leg. The lesion began as a small, dusky red, elevated nodule with a sharply circumscribed border, and slowly enlarged to become the lesion shown below. The most likely diagnosis is",,
Q2025-145,2025,Metformin can cause which one of the following?,,
Q2025-146,2025,"A 3-year-old female is brought to your office by her parents with fever, cough, and decreased appetite. On examination you hear crackles in the left upper lobe and a chest x-ray confirms a left upper lobe consolidation. She appears well hydrated and her vital signs are normal. On examination she is drinking water and interacting normally. Which one of the following would be the most appropriate antibiotic for this patient's condition?",,
Q2025-147,2025,"A 35-year-old male presents to the urgent care clinic with pain in his right index finger after jamming it during basketball practice. An examination demonstrates a gross deformity of the proximal interphalangeal (PIP) joint of the affected finger. There is dorsal angulation of the proximal phalanx. Capillary refill, sensation, and pulses are all intact. Because the patient has pain with attempted movement of the finger, a digital block using 1% lidocaine without epinephrine is used to complete the examination. Complete x-rays, including true lateral films, reveal a very small fracture of the middle phalanx involving a minimal (<20%) area of the articular surface. Which one of the following would be the most appropriate next step in the treatment of this patient's finger dislocation?",,
Q2025-148,2025,"A 27-year-old female comes to your office because she is having moderately severe, diffuse abdominal pain with nausea and approximately 5 loose, greasy stools daily. She recently returned from a 2-week backpacking trip in Nicaragua. Stool studies are positive for Giardia. Which one of the following would be the most appropriate treatment?",,
Q2025-149,2025,"A 49-year-old female with a past medical history of epilepsy presents to your office because of sadness, sleep disruption, generalized anhedonia, and a recent increase in appetite. Her Patient Health Questionnaire�9 (PHQ-9) score is elevated at 14. Which one of the following medications should be AVOIDED in this patient?",,
Q2025-150,2025,"A 20-year-old female presents for a health maintenance examination. She has no significant past medical history and no concerns. Based on U.S. Preventive Services Task Force guidelines, screening for which one of the following would be most appropriate at this time?",,
Q2025-151,2025,A 75-year-old male with acute confusion presents to the emergency department and is found to have a blood pressure of 280/140 mm Hg. Which one of the following potential etiologies would provide the strongest indication for lowering his systolic blood pressure to a target of 120 mm Hg within 20 minutes?,,
Q2025-152,2025,"A 56-year-old male sees you because he has been falling asleep at work in the afternoon. Upon questioning he notes that he is very tired all the time. Although he is in bed 8 hours per night and wakes with an alarm, he gets up 3 times nightly to urinate. He says that he has been told he snores. He does not have any constipation, dry skin, mood changes, stomach pain, changes in urine stream, shortness of breath, or chest pain. The patient is 173 cm (68 in) tall and weighs 95 kg (209 lb). His vital signs include a blood pressure of 140/88 mm Hg, a pulse rate of 79 beats/min, and a respiratory rate of 16/min. Which one of the following is most likely to yield the correct diagnosis?",,
Q2025-153,2025,"A 16-year-old female presents for a routine well child examination. She has never been sexually active and does not use illicit substances. Based on guidelines from the U.S. Preventive Services Task Force, screening patients such as this for which one of the following has the strongest evidence of benefit?",,
Q2025-154,2025,A 50-year-old female presents for evaluation of unilateral shoulder pain without a history of acute injury. She has tried ibuprofen with minimal symptomatic relief. Plain radiographs of the affected shoulder taken at an urgent care clinic last week demonstrated no abnormal findings. Which one of the following physical examination findings would best support a diagnosis of adhesive capsulitis as the primary etiology of this patient's shoulder pain?,,
Q2025-155,2025,"A 60-year-old male with a history of type 2 diabetes presents to your office because he is concerned about an ulcer on the bottom of his right foot. He is uncertain how long the ulcer has been present. He is afebrile and otherwise asymptomatic. His most recent hemoglobin A1c is 9.7% and was obtained 9 months ago. His medications include metformin, 2000 mg daily, and insulin glargine (Lantus), 34 units nightly. He does not regularly check his blood glucose levels. On examination, the patient has an ulcer on the plantar surface of the right foot overlying the head of the fifth metatarsal, measuring 1.0 cm in diameter. The ulcer appears deep with erythema that extends approximately 2.5 cm from the margin of the ulcer. A probe-to-bone test is positive. Which one of the following would be the most appropriate next test to evaluate for osteomyelitis?",,
Q2025-156,2025,"A 63-year-old female with hypertension sees you for routine follow-up. She has been bothered by swelling in her legs for the last several months. Her blood pressure is well controlled and she does not have any shortness of breath, cough, difficulty breathing while lying down, or pain in her legs when walking. She thinks the swelling is better earlier in the day. Her current medications include hydrochlorothiazide, lisinopril (Zestril), estrogen, levothyroxine (Synthroid), and as-needed acetaminophen. A physical examination demonstrates mild pitting edema of both legs from the ankle to the distal third of each calf. There are 2+ pedal pulses and no skin changes. Examinations of the heart and lungs are normal. Which one of the following would be the most appropriate next step?",,
Q2025-157,2025,Which one of the following antibiotics would be recommended for the treatment of syphilis in a pregnant patient who has a history of penicillin allergy?,,
Q2025-158,2025,"A 7-year-old male with no significant past medical history presents with his parents for a well child visit. His BMI has consistently been above the 80th percentile. His parents have both struggled with maintaining healthy weights. To help them promote a healthy lifestyle for their child, you should tell the parents which one of the following?",,
Q2025-159,2025,"A 56-year-old female presents with numbness of her bilateral feet. She first became aware of this during a recent pedicure when she had difficulty feeling the nail technician work on her toes and the plantar surface of her feet. Since that time, she has noted a feeling of ""walking on cotton gauze"" and has started wearing slippers around her home. She had intense pruritus of her feet approximately 6 months ago that persisted for several weeks, but it was not accompanied by paresthesia. She is otherwise in good health and participates in an aerobics class 3 days per week. She takes lisinopril (Zestril), 10 mg daily, for essential hypertension. She does not have any other symptoms. On examination, her cranial nerves, muscle strength, and reflexes are normal. Sensation is diminished over the plantar surface and toes of both feet. She has 2+ dorsalis pedis and posterior tibial pulses bilaterally. Routine laboratory studies, including a CBC, comprehensive metabolic panel, hemoglobin A1c, serum protein electrophoresis, and TSH, vitamin B12, and folate levels, are all in normal range. She is concerned that she may be developing multiple sclerosis. Which one of the following would be the most appropriate next step?",,
Q2025-160,2025,"A 56-year-old female presents for evaluation of right heel pain. She recently returned from a hiking trip during which she developed progressive heel discomfort. The patient's only medication is losartan (Cozaar), which she takes for hypertension. After a thorough examination, you diagnose Achilles tendinopathy. Which one of the following would be the most appropriate next step in diagnosis and management?",,
Q2025-161,2025,A 45-year-old male with a new diagnosis of type 2 diabetes is anxious about managing his condition and uncertain about his ability to meet the demands of treatment and self-care. Which one of the following would be the most appropriate strategy to help him understand his diagnosis and follow through on lifestyle and/or medication changes?,,
Q2025-162,2025,"A generally healthy 15-year-old female presents to your office with a history of frequent, generalized abdominal pain and loose stools daily for the last few months. She has not noted any relationship to food or a specific frequency. She has not had any previous surgeries and is up to date on routine vaccinations. At her 14-year-old well child visit, her height was at the 50th percentile and her weight was at the 60th percentile. Today, her height is at the 35th percentile and her weight at the 20th percentile. She has had a weight loss of 1 kg (2 lb). Her vital signs are normal. Which one of the following would be the most appropriate next step?",,
Q2025-163,2025,"A 60-year-old male asks you about testosterone supplementation during a routine office visit. He reports that he has had decreased energy, decreased libido, and loss of upper and lower body strength over the last year. He would like to have his testosterone level checked today. Which one of the following symptoms, if present in this patient, would be most concerning for testosterone deficiency?",,
Q2025-164,2025,"A 3-year-old female is brought to your office by her parents for a preschool examination. She had a normal birth and is up to date on her vaccinations. On examination she appears to be healthy, and her development is appropriate for her age. She is in the 50th percentile for height and weight. You note a grade 1�2/6 continuous murmur best heard in the infraclavicular region when she is upright. The murmur changes slightly in intensity with head movement and is absent when she is supine. Which one of the following would be the most appropriate next step?",,
Q2025-165,2025,"A 40-year-old female presents to your office after an episode of anaphylaxis. She has a known tree nut allergy and developed oral swelling, dyspnea, and chest pain after eating a muffin from a coffee shop. Her symptoms initially improved after she used her epinephrine auto-injector but began to worsen 10 minutes later. She used a second dose of her auto-injector 10 minutes prior to presentation and is feeling much better. Which one of the following would be the most appropriate next step?",,
Q2025-166,2025,"A 42-year-old male has been admitted to the hospital for hypotension and electrolyte disturbances due to chronic diarrhea. He was stabilized in the ICU and transferred to the inpatient floor. His gastroenterologist is asking for a colonoscopy with biopsies. His medical history is significant for congenital heart disease with a mechanical aortic valve replacement, an embolic stroke resulting in right hemiparesis, a deep vein thrombosis, and a solitary kidney. He is currently anticoagulated with warfarin and has an INR of 2.6. He has a creatinine level of 2.8 mg/dL (N 0.7�1.3) and a glomerular filtration rate of 28 mL/min/1.73 m2. In addition to holding warfarin for the planned colonoscopy, how should you manage this patient�s anticoagulation while he is hospitalized?",,
Q2025-167,2025,A 4-year-old male is brought to the emergency department by his parents after tripping and falling on his hand in an outstretched position. An x-ray reveals a buckle (torus) fracture of the distal radial metaphysis. Which one of the following management strategies would be most appropriate?,,
Q2025-168,2025,"A 19-year-old female presents for a wellness visit while home on college break. According to the U.S. Preventive Services Task Force, which one of the following screenings is indicated?",,
Q2025-169,2025,"A 33-year-old oyster fisherman presents because of a 3-day history of diarrhea. He describes frequent, large-volume, watery stool that is milky white. His vital signs are normal and he appears nontoxic. Infection with which one of the following pathogens is most likely?",,
Q2025-170,2025,"A 35-year-old female with Down syndrome presents for a health maintenance examination. She does not have any new symptoms or concerns today. Her only medication is an etonogestrel implant (Nexplanon) that was placed 2 years ago. She is monogamous with a male sex partner. On examination you note normal vital signs with a BMI of 28 kg/m2. At her most recent laboratory evaluation 2 years ago, she had an LDL-cholesterol level of 104 mg/dL, a fasting glucose level of 89 mg/dL, and a TSH level of 2.67 �U/mL (N 0.4�4.2). Which one of the following screening evaluations should you order today?",,
Q2025-171,2025,"You are participating in a continuing medical education (CME) course at a Colorado ski resort that is 9600 ft (2926 m) above sea level. You and your travel companions have had intermittent issues with headaches, loss of appetite, and difficulty sleeping. On the third day, one of your companions starts to experience shortness of breath that is not relieved with rest. Their symptoms worsen throughout the day and they become slightly tachycardic. Later that evening, they develop a cough that produces frothy sputum. Which one of the following would be the most appropriate next step?",,
Q2025-172,2025,Which one of the following antibiotics is most commonly associated with Stevens-Johnson syndrome?,,
Q2025-173,2025,"During an annual visit, a 62-year-old female reports an episode of vaginal spotting that lasted for a few days in May. It is now July and she has not had another recurrence. A transvaginal ultrasound shows an endometrial stripe of 4 mm, no fibroids, and no polyps. Which one of the following would be most appropriate regarding follow-up evaluation?",,
Q2025-174,2025,"A 25-year-old male presents with shoulder pain after having fallen on his arm in an outstretched position. He reports a sensation of catching and popping in the shoulder. With the patient seated and hands placed on his hips, you apply force to the elbow and direct the humerus anteriorly and superiorly, while asking the patient to resist your motion, which produces pain in the affected shoulder. Which one of the following is the most likely diagnosis?",,
Q2025-175,2025,"According to the U.S. Preventive Services Task Force, which one of the following is the recommended next step for adults who screen positive for unhealthy alcohol use?",,
Q2025-176,2025,"A 30-year-old female presents with constipation and severe anal pain following bowel movements. On examination, you observe an anal fissure. In addition to increasing fluids, fiber, and warm sitz baths, which one of the following would be effective and least likely to result in side effects?",,
Q2025-177,2025,Which one of the following interventions lowers the risk of diverticulitis?,,
Q2025-178,2025,"An 82-year-old male presents to your office because he has been experiencing severe, stabbing pain that feels like an electric shock on the left side of his face in his cheek, lips, and chin. The episodes are usually triggered by light touch or eating and last for a few seconds. Which one of the following cranial nerves is associated with this disorder?",,
Q2025-179,2025,Which one of the following social determinants of health has a protective effective against Alzheimer disease and related types of dementia?,,
Q2025-180,2025,"A 72-year-old male with a history of type 2 diabetes comes to your office for evaluation of muscle aches and fatigue. His current medications include rosuvastatin (Crestor), dapagliflozin (Farxiga), and semaglutide (Ozempic). Over the past month he has noticed increasing pain in his hips, thighs, and shoulders without any apparent trigger. He feels so stiff in the morning that it is becoming difficult to get out of bed. On examination his strength is diminished (4/5) in the proximal muscle groups. You do not note any swelling or redness of any joints, muscles, or extremities. He has normal reflexes and no clonus. Laboratory Findings Hemoglobin A1c  6.4% Hemoglobin  12.2 g/dL (N 13.2�16.6) Creatinine  1.1 mg/dL (N 0.7�1.3) Potassium  4.2 mEq/L (N 3.5�5.1) Creatine kinase  84 U/L (N 55�170) Erythrocyte sedimentation rate  88 mm/hr (N 0�20) C-reactive protein  9.2 mg/L (N 0�0.3) Antinuclear antibody  <1:40 (N <1:40) Which one of the following is the most likely cause of this patient's myalgias?",,
Q2025-181,2025,The U.S. Preventive Services Task Force recommends which one of the following regarding screening asymptomatic adolescents and adults for herpes simplex virus?,,
Q2025-182,2025,"A 2-year-old child is brought to the urgent care clinic by their parents with a 2-day history of abdominal pain and vomiting. The child has been irritable over the past 2 days with intermittent abdominal pain and several episodes of associated emesis, and just had a bloody stool that the parents describe as resembling jelly. The child appears uncomfortable but is alert and afebrile, with normal blood pressure. Which one of the following is the most likely diagnosis?",,
Q2025-183,2025,"A generally healthy 54-year-old male with a 20-pack-year smoking history presents to discuss smoking cessation. His first grandchild was just born and he is eager for help in quitting cigarette smoking. He quit smoking 2 years ago using nicotine gum (Nicorette Gum), but resumed smoking 5 months later. He has also explored telephone helplines and support groups, but did not find them beneficial. He currently smokes 1 pack of cigarettes per day. Which one of the following would be most likely to help this patient quit smoking?",,
Q2025-184,2025,"A 60-year-old female returns to discuss management of her recurrent nephrolithiasis. She has a history of calcium stones and just recently passed her fourth stone this year despite appropriate lifestyle changes, including a fluid intake of 3 L per day and a diet high in fiber and low in animal protein. She would like a medication to help prevent the development of more kidney stones. She has a past medical history of asthma for which she takes a budesonide/formoterol inhaler (Symbicort) as needed. Today, her vital signs and a physical examination are normal. A recent basic metabolic panel was normal. Which one of the following would be the most appropriate prevention strategy?",,
Q2025-185,2025,"A 72-year-old female is brought to the emergency department after her neighbor found her on the floor in her home. She is drowsy and confused, and unable to provide any history. An initial laboratory evaluation reveals the following: Glucose  95 mg/dL BUN  9 mg/dL (N 6�20) Creatinine  0.9 mg/dL (N 0.5�1.1) Estimated glomerular filtration rate  63 mL/min/1.73 m2 Sodium  118 mEq/L (N 135�145) Potassium  3.0 mEq/L (N 3.3 �5.0) Chloride  88 mEq/L (N 101�115) Bicarbonate  22 mEq/L (N 16�30) Anion gap  8 mEq/L (N 5�14) Calcium  8.8 mg/dL (N 8.4�10.5) Which one of the following would be the most appropriate intervention at this time?",,
Q2025-186,2025,A 35-year-old construction worker presents to your office with an acute onset of lower back pain that began 3 days ago. The patient describes the pain as a burning sensation that radiates down his left leg. He has no bowel or bladder dysfunction and has been in good health. A straight leg�raising test is positive at 45� on the left without motor deficit. Which one of the following does evidence support as the first step in treatment of this patient's condition?,,
Q2025-187,2025,"A 46-year-old male with chronic hypertension presents to your clinic for routine follow-up. Due to issues with insurance coverage, he has not been taking his antihypertensive medications for the last 2 months. Today, he is asymptomatic and an examination is normal, except for a blood pressure of 162/100 mm Hg, which is confirmed on repeat testing. In addition to addressing insurance and social determinants of health, which one of the following would be most appropriate for this patient?",,
