article_id,tier,classification,top_url,title,author1,year,source_type,query_used,exa_title
ART-0694,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6697047/,Electronic cigarettes: Common questions and answers,Klein,2019,AFP,Electronic cigarettes: Common questions and answers Klein 2019,Electronic Cigarettes: Common Questions and Answers
ART-0712,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC7391072/,Diagnosis and pharmacotherapy of alcohol use disorder: A review,Kranzler,2018,JAMA,Diagnosis and pharmacotherapy of alcohol use disorder: A review Kranzler 2018,Diagnosis and Pharmacotherapy of Alcohol Use Disorder: A Review - PMC
ART-0740,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC6745992/,Anemia in older adults,Lanier,2018,AFP,Anemia in older adults Lanier 2018,Anemia in the Elderly
ART-0801,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC4295339/,Mahajan VK: Sporotrichosis: An overview and therapeutic options,Mahajan,2014,Other Journal,Mahajan VK: Sporotrichosis: An overview and therapeutic options Mahajan 2014 PDF,Sporotrichosis: An Overview and Therapeutic Options
ART-0807,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC10593196/,Aspiration pneumonia,Mandell,2019,NEJM,Aspiration pneumonia Mandell 2019,Aspiration pneumonia - PMC
ART-0814,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC4892949/?mod=article_inline,Antidepressant use and recurrent falls in community-dwelling older adults: findings from the Health ABC Study,Marcum,2016,Other Journal,Antidepressant use and recurrent falls in community-dwelling older adults: findings from the Health ABC Study Marcum 2016 PDF,Antidepressant Use and Recurrent Falls in Community-Dwelling Older Adults: Findings From the Health ABC Study
ART-0856,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5634813/,Prevention of noise-induced hearing loss from recreational firearms,Meinke,2017,Other Journal,Prevention of noise-induced hearing loss from recreational firearms Meinke 2017 PDF,Prevention of Noise-Induced Hearing Loss from Recreational Firearms
ART-0879,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6517285/,Baclofen for alcohol use disorder,Minozzi,2018,Other Journal,Baclofen for alcohol use disorder Minozzi 2018 PDF,Baclofen for alcohol use disorder
ART-0880,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6493782/,Report of two double-blind randomized placebo-controlled pilot studies of a carbohydrate-rich nutrient mixture for treatment of seasonal affective disorder (SAD),Mischoulon,2010,Other Journal,Report of two double-blind randomized placebo-controlled pilot studies of a carbohydrate-rich nutrient mixture for treatment of seasonal affective disorder (SAD) Mischoulon 2010 PDF,Report of Two Double‐Blind Randomized Placebo‐Controlled Pilot Studies of a Carbohydrate‐Rich Nutrient Mixture for Treatment of Seasonal Affective Disorder (SAD)
ART-0885,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC4685690/,Advanced dementia,Mitchell,2015,NEJM,Advanced dementia Mitchell 2015,Advanced Dementia
ART-0960,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC3198972/,"Meralgia paresthetica: Relation to obesity, advanced age, and diabetes mellitus",Parisi,2011,Other Journal,"Meralgia paresthetica: Relation to obesity, advanced age, and diabetes mellitus Parisi 2011 PDF","Meralgia paresthetica: Relation to obesity, advanced age, and diabetes mellitus - PMC"
ART-1081,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5958910/,"Pediatric gastroesophageal reflux clinical practice guidelines: joint recommendations of the North American Society for Pediatric Gastroenterology, Hepatology, and Nutrition and the European Society for Pediatric Gastroenterology, Hepatology, and Nutrition",Rosen,2018,Guideline/Org,"Pediatric gastroesophageal reflux clinical practice guidelines: joint recommendations of the North American Society for Pediatric Gastroenterology, Hepatology, and Nutrition and the European Society for Pediatric Gastroenterology, Hepatology, and Nutrition Rosen 2018 PDF","Pediatric Gastroesophageal Reflux Clinical Practice Guidelines: Joint Recommendations of the North American Society for Pediatric Gastroenterology, Hepatology, and Nutrition (NASPGHAN) and the European Society for Pediatric Gastroenterology, Hepatology, and Nutrition (ESPGHAN) - PMC"
ART-1121,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC10714668/,CD008063,Schwenker,2023,Other Journal,CD008063 Schwenker 2023 PDF,Motivational interviewing for substance use reduction - PMC
ART-1183,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC6143469/,Laboratory testing in thyroid conditions – Pitfalls and clinical utility,Soh,2019,Other Journal,Laboratory testing in thyroid conditions – Pitfalls and clinical utility Soh 2019 PDF,Laboratory Testing in Thyroid Conditions - Pitfalls and Clinical Utility - PMC
ART-1211,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC12989261/,Surgery for obstructive sleep apnea in adults,Sundaram,2005,Other Journal,Surgery for obstructive sleep apnea in adults Sundaram 2005 PDF,Surgery for obstructive sleep apnoea in adults - PMC - NIH
ART-1218,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC8111701/,CD014592,Taithongchai,2023,Other Journal,CD014592 Taithongchai 2023 PDF,Oestrogen therapy for treating pelvic organ prolapse in ... - PMC - NIH
ART-1237,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC7331096/,Successful care transitions for older people: A systematic review and meta-analysis of the effects of interventions that support medication continuity,Tomlinson,2020,Other Journal,Successful care transitions for older people: A systematic review and meta-analysis of the effects of interventions that support medication continuity Tomlinson 2020 PDF,Successful care transitions for older people: a systematic review and ...
ART-1285,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC3896347/,Role of mineralocorticoid receptors in obstructive sleep apnea and metabolic syndrome,Valaiyapathi,2018,Other Journal,Role of mineralocorticoid receptors in obstructive sleep apnea and metabolic syndrome Valaiyapathi 2018 PDF,Relationship between Aldosterone and the Metabolic Syndrome in Patients with Obstructive Sleep Apnea Hypopnea Syndrome: Effect of Continuous Positive Airway Pressure Treatment
ART-1295,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC4176800/,Management of erectile dysfunction in hypertension: Tips and tricks,Viigimaa,2014,Other Journal,Management of erectile dysfunction in hypertension: Tips and tricks Viigimaa 2014 PDF,Management of erectile dysfunction in hypertension: Tips and tricks
ART-1296,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6157722/,Violence prevention: Risk and protective factors for perpetration,Violence,2020,Guideline/Org,Violence prevention: Risk and protective factors for perpetration Violence 2020 PDF,Risk factors for interpersonal violence: an umbrella review of meta-analyses - PMC
ART-1301,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC10857599/,"Vitamin D (cholecalciferol), 2000 IU daily 3",Vitamin,2000,Other Journal,"Vitamin D (cholecalciferol), 2000 IU daily 3 Vitamin 2000 PDF",Vitamin D Supplementation: A Review of the Evidence Arguing for a Daily Dose of 2000 International Units (50 µg) of Vitamin D for Adults in the General Population
ART-1307,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC8478014/,CD011513,Walsh,2021,Other Journal,CD011513 Walsh 2021 PDF,Palliative care interventions in advanced dementia - PMC - NIH
ART-1384,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC4940067/,Trigeminal neuralgia,Zakrzewska,2016,AFP,Trigeminal neuralgia Zakrzewska 2016,Trigeminal neuralgia: New classification and diagnostic grading for practice and research - PMC
ART-1395,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298770/,Usage of positional therapy in adults with obstructive sleep apnea,de,2015,Other Journal,Usage of positional therapy in adults with obstructive sleep apnea de 2015 PDF,Usage of Positional Therapy in Adults with Obstructive Sleep ...
ART-1549,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC4284297/,Current and emerging Legionella diagnostics for laboratory and outbreak investigations,Mercante,2015,Other Journal,Current and emerging Legionella diagnostics for laboratory and outbreak investigations Mercante 2015 PDF,Current and Emerging  Legionella  Diagnostics for Laboratory and Outbreak Investigations
ART-1659,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC4427053/,Metformin in patients with type 2 diabetes and kidney disease: A systematic review,Inzucchi,2014,JAMA,Metformin in patients with type 2 diabetes and kidney disease: A systematic review Inzucchi 2014,Metformin in Patients With Type 2 Diabetes and Kidney Disease: A Systematic Review - PMC
ART-1673,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC3278059/,"Perioperative management of antithrombotic therapy: Antithrombotic therapy and prevention of thrombosis, 9th ed: American College of Chest Physicians evidence-based clinical practice guidelines",Douketis,2012,Chest,"Perioperative management of antithrombotic therapy: Antithrombotic therapy and prevention of thrombosis, 9th ed: American College of Chest Physicians evidence-based clinical practice guidelines Douketis 2012","Perioperative Management of Antithrombotic Therapy: Antithrombotic Therapy and Prevention of Thrombosis, 9th ed: American College of Chest Physicians Evidence-Based Clinical Practice Guidelines - PMC"
ART-1696,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5051204/,Liquid medication errors and dosing tools: A randomized controlled experiment,Yin,2016,Pediatrics,Liquid medication errors and dosing tools: A randomized controlled experiment Yin 2016,Liquid Medication Errors and Dosing Tools: A Randomized Controlled Experiment
ART-1701,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC4306287/,Allergic bronchopulmonary aspergillosis,Greenberger,2014,Other Journal,Allergic bronchopulmonary aspergillosis Greenberger 2014 PDF,Allergic Bronchopulmonary Aspergillosis
ART-1766,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5421447/,Serum creatinine elevation after renin-angiotensin system blockade and long term cardiorenal risks: Cohort study,Schmidt,2017,BMJ,Serum creatinine elevation after renin-angiotensin system blockade and long term cardiorenal risks: Cohort study Schmidt 2017,Serum creatinine elevation after renin-angiotensin system blockade and long term cardiorenal risks: cohort study
ART-1789,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC6513425/,Osmotic and stimulant laxatives for the management of childhood constipation,Gordon,2016,Other Journal,Osmotic and stimulant laxatives for the management of childhood constipation Gordon 2016 PDF,Osmotic and stimulant laxatives for the management of childhood constipation
ART-1800,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC5731448/,Travelers’ health: Chapter 2: The pretravel consultation: Self-treatable conditions: Travelers’ diarrhea,Travelers’,2017,Guideline/Org,Travelers’ health: Chapter 2: The pretravel consultation: Self-treatable conditions: Travelers’ diarrhea Travelers’ 2017 PDF,Guidelines for the prevention and treatment of travelers’ diarrhea: a graded expert panel report - PMC
ART-1806,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6336119/,American Diabetes Association: Standards of medical care in diabetes—2019 abridged for primary care providers,American Diabetes Association,2019,Guideline/Org,American Diabetes Association: Standards of medical care in diabetes—2019 abridged for primary care providers American 2019 PDF,Standards of Medical Care in Diabetes—2019  Abridged for Primary Care Providers
ART-1831,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC3278056/,"Antithrombotic therapy for atrial fibrillation: Antithrombotic therapy and prevention of thrombosis, 9th ed: American College of Chest Physicians evidence-based clinical practice guidelines",You,2012,Chest,"Antithrombotic therapy for atrial fibrillation: Antithrombotic therapy and prevention of thrombosis, 9th ed: American College of Chest Physicians evidence-based clinical practice guidelines You 2012",Antithrombotic Therapy for Atrial Fibrillation
ART-1833,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC3192488/,Calcium kidney stones,Worcester,2010,NEJM,Calcium kidney stones Worcester 2010,Clinical Practice Calcium Kidney Stones
ART-1849,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6483374/,Self-management interventions including action plans for exacerbations versus usual care in patients with chronic obstructive pulmonary disease,Lenferink,2017,Other Journal,Self-management interventions including action plans for exacerbations versus usual care in patients with chronic obstructive pulmonary disease Lenferink 2017 PDF,Self‐management interventions including action plans for exacerbations versus usual care in patients with chronic obstructive pulmonary disease - PMC
ART-1853,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC5726589/,Frailty screening and interventions: Considerations for clinical practice,Walston,2018,Other Journal,Frailty screening and interventions: Considerations for clinical practice Walston 2018 PDF,Frailty Screening and Interventions: Considerations for Clinical ...
ART-1854,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC5794626/,Low-dose vitamin D supplementation and incident frailty in older people: An eight year longitudinal study,Bolzetta,2018,Other Journal,Low-dose vitamin D supplementation and incident frailty in older people: An eight year longitudinal study Bolzetta 2018 PDF,VITAMIN D SUPPLEMENTATION AND INCIDENT FRAILTY IN OLDER PEOPLE: AN EIGHT YEAR LONGITUDINAL STUDY - PMC
ART-1859,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5301909/,Polycystic ovary syndrome,McCartney,2016,NEJM,Polycystic ovary syndrome McCartney 2016,Polycystic Ovary Syndrome
ART-1862,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6174113/,Updated international consensus diagnostic criteria for eosinophilic esophagitis: Proceedings of the AGREE conference,Dellon,2018,Other Journal,Updated international consensus diagnostic criteria for eosinophilic esophagitis: Proceedings of the AGREE conference Dellon 2018 PDF,Updated international consensus diagnostic criteria for eosinophilic ...
ART-1865,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6171773/,PURL: Time to stop glucosamine and chondroitin for knee OA? J Fam Pract 2018;67(9):566-568,Lyon,2018,Other Journal,PURL: Time to stop glucosamine and chondroitin for knee OA? J Fam Pract 2018;67(9):566-568 Lyon 2018 PDF,PURLs: Time to stop glucosamine and chondroitin for knee OA? - PMC
ART-1880,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC5119649/,Disorders of sexual development in adult women,Gomez-Lobo,2016,Other Journal,Disorders of sexual development in adult women Gomez-Lobo 2016 PDF,Disorders of Sexual Development in Adult Women - PMC - NIH
ART-1918,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC5434773/,Device errors in asthma and COPD: Systematic literature review and meta-analysis,Chrystyn,2017,Other Journal,Device errors in asthma and COPD: Systematic literature review and meta-analysis Chrystyn 2017 PDF,Device errors in asthma and COPD: systematic literature review and meta-analysis
ART-1934,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC4750836/,Taking an antibiotic time-out: Utilization and usability of a self-stewardship time-out program for renewal of vancomycin and piperacillin-tazobactam,Graber,2015,Other Journal,Taking an antibiotic time-out: Utilization and usability of a self-stewardship time-out program for renewal of vancomycin and piperacillin-tazobactam Graber 2015 PDF,Taking an Antibiotic Time-out: Utilization and Usability of a Self ...
ART-1944,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC6465056/,Interventions for children with ear discharge following grommet insertion,Venekamp,2016,Cochrane,Interventions for children with ear discharge following grommet insertion Venekamp 2016 PDF,Interventions for children with ear discharge occurring at least two ...
ART-1993,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC4066303/,Self-reported antihypertensive medication adherence and office blood pressure in the Hypertension Recognition and Treatment study,Egan BM,2018,Other Journal,Self-reported antihypertensive medication adherence and office blood pressure in the Hypertension Recognition and Treatment study Egan 2018 PDF,Prevalence of Optimal Treatment Regimens in Patients with Apparent Treatment Resistant Hypertension Based on Office BP in a Community-Based Practice Network
ART-2027,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC9987649/,Spontaneous subarachnoid haemorrhage,Claassen,2022,Other Journal,Spontaneous subarachnoid haemorrhage Claassen 2022 PDF,Spontaneous subarachnoid haemorrhage
ART-2082,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC4309724/,Hypertrophic cardiomyopathy: a review,Houston,2015,Other Journal,Hypertrophic cardiomyopathy: a review Houston 2015 PDF,Hypertrophic Cardiomyopathy: A Review
ART-2087,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5747542/,"Carcinoid-syndrome: recent advances, current status and controversies",Ito,2018,Other Journal,"Carcinoid-syndrome: recent advances, current status and controversies Ito 2018 PDF","Carcinoid-syndrome: recent advances, current status and controversies - PMC"
ART-2105,VC_fail,pmc_fulltext,http://www.ncbi.nlm.nih.gov/pmc/articles/7745658,Nomenclature for kidney function and disease: report of a Kidney Disease: Improving Global Outcomes (KDIGO) Consensus Conference,Levey,2020,Other Journal,Nomenclature for kidney function and disease: report of a Kidney Disease: Improving Global Outcomes (KDIGO) Consensus Conference Levey 2020 PDF,Nomenclature for Kidney Function and Disease: Executive Summary and Glossary from a Kidney Disease: Improving Global Outcomes (KDIGO) Consensus Conference - PMC
ART-2106,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC5933619/,End-of-life care in patients with advanced lung cancer,Lim,2016,Other Journal,End-of-life care in patients with advanced lung cancer Lim 2016 PDF,"End-of-life care in patients with advanced lung
cancer"
ART-2205,VC_fail,pmc_fulltext,https://pmc.ncbi.nlm.nih.gov/articles/PMC11425187/,Risk-based screening for cancer in patients with dermatomyositis: toward a more individualized approach,Vaughan,2022,JAMA,Risk-based screening for cancer in patients with dermatomyositis: toward a more individualized approach Vaughan 2022,Application of Risk-Based Cancer Screening in Patients With Dermatomyositis
ART-2213,VC_fail,pmc_fulltext,https://ncbi.nlm.nih.gov/pmc/articles/PMC7666909/,"Pathophysiology, prevention, and treatment of beriberi after gastric surgery",Wilson,2020,Other Journal,"Pathophysiology, prevention, and treatment of beriberi after gastric surgery Wilson 2020 PDF","Pathophysiology, prevention, and treatment of beriberi after gastric surgery"
ART-0041,VC_pass,open_access,https://www.aafp.org/pubs/afp/issues/2021/0700/p63.html,Pharmacologic therapy for acute pain,Amaechi,2021,AFP,Pharmacologic therapy for acute pain Amaechi 2021,Pharmacologic Therapy for Acute Pain - AAFP
ART-0045,VC_pass,open_access,https://www.aafp.org/pubs/afp/collections/choosing-wisely/27.html,"Don't delay palliative care for a patient with serious illness who has physical, psychological, social or spiritual distress because they are pursuing disease-directed treatment",American Academy of Hospice and Palliative Medicine: Don't delay palliative care for a patient with serious illness who has physical,2021,Guideline/Org,"Don't delay palliative care for a patient with serious illness who has physical, psychological, social or spiritual distress because they are pursuing disease-directed treatment American 2021 PDF","Don’t delay palliative care for patients with a serious illness who have physical, psychological, social, or spiritual distress because they are pursuing disease-directed treatment. | AAFP"
ART-0053,VC_pass,open_access,https://aafp.org/pubs/afp/collections/choosing-wisely/382.html,American Academy of Pediatrics section on Orthopaedics and the Pediatric Orthopaedic Society of North America: Do not order follow-up X-rays for buckle (or torus) fractures if they are no longer tender or painful,American Academy of Pediatrics section on Orthopaedics and the Pediatric Orthopa,2018,Pediatrics,American Academy of Pediatrics section on Orthopaedics and the Pediatric Orthopaedic Society of North America: Do not order follow-up X-rays for buckle (or torus) fractures if they are no longer tender or painful American 2018,Do not order follow-up X-rays for buckle (or torus) fractures if they are no longer tender or painful. | AAFP
ART-0055,VC_pass,open_access,https://aafp.org/pubs/afp/collections/choosing-wisely/21.html,American Academy of Pediatrics: Computed tomography (CT) scans are not necessary in the routine evaluation of abdominal pain,American Academy of Pediatrics,2013,Pediatrics,American Academy of Pediatrics: Computed tomography (CT) scans are not necessary in the routine evaluation of abdominal pain American 2013,CT scans are not necessary in the routine evaluation of abdominal pain. | AAFP
ART-0058,VC_pass,open_access,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2022.1071115/full,American College of Rheumatology–Pediatric Rheumatology: Don’t repeat a confirmed positive ANA in patients with established JIA or systemic lupus erythematosus (SLE),American College of Rheumatology–Pediatric Rheumatology,2013,Other Journal,American College of Rheumatology–Pediatric Rheumatology: Don’t repeat a confirmed positive ANA in patients with established JIA or systemic lupus erythematosus (SLE) American 2013 PDF,Frontiers | Reliability and reproducibility of antinuclear antibody testing in pediatric rheumatology practice
ART-0059,VC_pass,open_access,https://aafp.org/pubs/afp/collections/choosing-wisely/102.html,American College of Surgeons: Don’t do computed tomography (CT) for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option,American College of Surgeons,2013,Other Journal,American College of Surgeons: Don’t do computed tomography (CT) for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option American 2013 PDF,Don’t do CT for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option. | AAFP
ART-0237,VC_pass,open_access,https://aafp.org/pubs/afp/collections/choosing-wisely/468.html,Choosing wisely recommendations: don't treat tinea capitis with topical medications only,Choosing,2021,Other Journal,Choosing wisely recommendations: don't treat tinea capitis with topical medications only Choosing 2021 PDF,Don't treat tinea capitis with topical medications only. | AAFP
ART-0308,VC_pass,open_access,https://bjui-journals.onlinelibrary.wiley.com/doi/full/10.1111/bju.13101,Prostatitis--diagnosis and treatment,Dickson,2013,Other Journal,Prostatitis--diagnosis and treatment Dickson 2013 PDF,Diagnosis and treatment of chronic bacterial prostatitis and chronic prostatitis/chronic pelvic pain syndrome: a consensus guideline
ART-0406,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/recommendation/aspirin-to-prevent-cardiovascular-disease-and-cancer-april-2016,Final Recommendation Statement: Aspirin Use to Prevent Cardiovascular Disease and Colorectal Cancer: Preventive Medication,Final Recommendation Statement,2016,Guideline/Org,Final Recommendation Statement: Aspirin Use to Prevent Cardiovascular Disease and Colorectal Cancer: Preventive Medication Final 2016 PDF,Aspirin Use to Prevent Cardiovascular Disease and Colorectal ...
ART-0409,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/Page/Document/final-evidence-review/cardiovascular-disease-risk-screening-with-electrocardiography,Final Recommendation Statement: Cardiovascular Disease Risk: Screening With Electrocardiography,Final Recommendation Statement,2018,Guideline/Org,Final Recommendation Statement: Cardiovascular Disease Risk: Screening With Electrocardiography Final 2018 PDF,Final Evidence Review: Cardiovascular Disease Risk: Screening With Electrocardiography | United States Preventive Services Taskforce
ART-0410,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/recommendation/cardiovascular-disease-screening-using-nontraditional-risk-assessment,Final Recommendation Statement: Cardiovascular Disease: Risk Assessment With Nontraditional Risk Factors,Final Recommendation Statement,2018,Guideline/Org,Final Recommendation Statement: Cardiovascular Disease: Risk Assessment With Nontraditional Risk Factors Final 2018 PDF,Recommendation: Cardiovascular Disease: Risk Assessment With Nontraditional Risk Factors | United States Preventive Services Taskforce
ART-0413,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/announcements/final-recommendation-statement-screening-elevated-blood-lead-levels-children-and-pregnant-women,Final Recommendation Statement: Elevated Blood Lead Levels in Children and Pregnant Women: Screening,Final Recommendation Statement,2019,Guideline/Org,Final Recommendation Statement: Elevated Blood Lead Levels in Children and Pregnant Women: Screening Final 2019 PDF,Final Recommendation Statement: Screening for Elevated Blood Lead Levels in Children and Pregnant Women | United States Preventive Services Taskforce
ART-0414,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/index.php/recommendation/falls-prevention-in-older-adults-interventions-2018,Final Recommendation Statement: Falls Prevention in Community-Dwelling Older Adults: Interventions,Final Recommendation Statement,2018,Guideline/Org,Final Recommendation Statement: Falls Prevention in Community-Dwelling Older Adults: Interventions Final 2018 PDF,Archived: Falls Prevention in Community-Dwelling Older Adults: Interventions | United States Preventive Services Taskforce
ART-0417,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/Page/Document/RecommendationStatementFinal/human-immunodeficiency-virus-hiv-infection-screening,Final Recommendation Statement: Human Immunodeficiency Virus (Hiv) Infection: Screening,Final Recommendation Statement,2019,Guideline/Org,Final Recommendation Statement: Human Immunodeficiency Virus (Hiv) Infection: Screening Final 2019 PDF,Human Immunodeficiency Virus (HIV) Infection: Screening - USPSTF
ART-0418,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/document/RecommendationStatementFinal/hypertension-in-adults-screening,Final Recommendation Statement: Hypertension in Adults: Screening,Final Recommendation Statement,2021,Guideline/Org,Final Recommendation Statement: Hypertension in Adults: Screening Final 2021 PDF,Final Recommendation Statement: Hypertension in Adults: Screening
ART-0419,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/announcements/final-recommendation-statement-low-dose-aspirin-use-prevention-morbidity-and-mortality-preeclampsia,Final Recommendation Statement: Low-Dose Aspirin Use for the Prevention of Morbidity and Mortality from Preeclampsia: Preventive Medication,Final Recommendation Statement,2021,Guideline/Org,Final Recommendation Statement: Low-Dose Aspirin Use for the Prevention of Morbidity and Mortality from Preeclampsia: Preventive Medication Final 2021 PDF,Final Recommendation Statement: Low-Dose Aspirin Use for the Prevention of Morbidity and Mortality From Preeclampsia | United States Preventive Services Taskforce
ART-0421,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/Page/Document/RecommendationStatementFinal/osteoporosis-screening,Final Recommendation Statement: Osteoporosis to Prevent Fractures: Screening,Final Recommendation Statement,2018,Guideline/Org,Final Recommendation Statement: Osteoporosis to Prevent Fractures: Screening Final 2018 PDF,Final Recommendation Statement: Osteoporosis to Prevent Fractures: Screening | United States Preventive Services Taskforce
ART-0422,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/Page/Document/RecommendationStatementFinal/perinatal-depression-preventive-interventions,Final Recommendation Statement: Perinatal Depression: Preventive Interventions,Final Recommendation Statement,2019,Guideline/Org,Final Recommendation Statement: Perinatal Depression: Preventive Interventions Final 2019 PDF,Perinatal Depression: Preventive Interventions - USPSTF
ART-0423,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/document/RecommendationStatementFinal/screening-for-prediabetes-and-type-2-diabetes,Final Recommendation Statement: Prediabetes And Type 2 Diabetes: Screening,Final Recommendation Statement,2021,Guideline/Org,Final Recommendation Statement: Prediabetes And Type 2 Diabetes: Screening Final 2021 PDF,Final Recommendation Statement: Prediabetes and Type 2 Diabetes: Screening | United States Preventive Services Taskforce
ART-0424,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/uspstf/announcements/final-recommendation-prevent-dental-caries-children,Final Recommendation Statement: Prevention Of Dental Caries In Children Younger Than 5 Years: Screening And Interventions,Final Recommendation Statement,2021,Guideline/Org,Final Recommendation Statement: Prevention Of Dental Caries In Children Younger Than 5 Years: Screening And Interventions Final 2021 PDF,Final Recommendation Statement: Screening and Interventions to Prevent Dental Caries in Children | United States Preventive Services Taskforce
ART-0429,VC_pass,open_access,https://www.uspreventiveservicestaskforce.org/uspstf/task-force-issues-final-recommendation-statement-screening-vitamin-d-deficiency-adults,Final Recommendation Statement: Vitamin D Deficiency: Screening,Final Recommendation Statement,2014,Guideline/Org,Final Recommendation Statement: Vitamin D Deficiency: Screening Final 2014 PDF,Task Force Issues Final Recommendation Statement on Screening for Vitamin D Deficiency in Adults | United States Preventive Services Taskforce
